event_id,user_key,event_time,event_name,campaign_id,variant,channel,location_id,audience
byte_full_funnel_sale_e_00035,byte_full_funnel_sale_u_0013,2026-06-18T11:13:00,exposure,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00036,byte_full_funnel_sale_u_0013,2026-06-18T11:14:00,landing_view,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00037,byte_full_funnel_sale_u_0013,2026-06-18T11:15:00,offer_claim,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00038,byte_full_funnel_sale_u_0014,2026-06-12T12:14:00,exposure,byte_full_funnel_sale,单件直降,live_room,online_flagship,new_customer
byte_full_funnel_sale_e_00039,byte_full_funnel_sale_u_0014,2026-06-12T12:15:00,landing_view,byte_full_funnel_sale,单件直降,live_room,online_flagship,new_customer
byte_full_funnel_sale_e_00040,byte_full_funnel_sale_u_0015,2026-06-13T13:15:00,exposure,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer
byte_full_funnel_sale_e_00041,byte_full_funnel_sale_u_0015,2026-06-13T13:16:00,landing_view,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer
byte_full_funnel_sale_e_00042,byte_full_funnel_sale_u_0015,2026-06-13T13:17:00,offer_claim,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer
byte_full_funnel_sale_e_00043,byte_full_funnel_sale_u_0015,2026-06-13T13:18:00,activation,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer
byte_full_funnel_sale_e_00044,byte_full_funnel_sale_u_0016,2026-06-14T14:16:00,exposure,byte_full_funnel_sale,单件直降,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00045,byte_full_funnel_sale_u_0016,2026-06-14T14:17:00,landing_view,byte_full_funnel_sale,单件直降,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00046,byte_full_funnel_sale_u_0017,2026-06-15T15:17:00,exposure,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00047,byte_full_funnel_sale_u_0017,2026-06-15T15:18:00,landing_view,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00048,byte_full_funnel_sale_u_0017,2026-06-15T15:19:00,offer_claim,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00049,byte_full_funnel_sale_u_0017,2026-06-15T15:20:00,activation,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00050,byte_full_funnel_sale_u_0018,2026-06-16T16:18:00,exposure,byte_full_funnel_sale,单件直降,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00051,byte_full_funnel_sale_u_0018,2026-06-16T16:19:00,landing_view,byte_full_funnel_sale,单件直降,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00052,byte_full_funnel_sale_u_0018,2026-06-16T16:20:00,offer_claim,byte_full_funnel_sale,单件直降,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00053,byte_full_funnel_sale_u_0018,2026-06-16T16:21:00,activation,byte_full_funnel_sale,单件直降,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00054,byte_full_funnel_sale_u_0019,2026-06-17T17:19:00,exposure,byte_full_funnel_sale,直播组合包,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00055,byte_full_funnel_sale_u_0019,2026-06-17T17:20:00,landing_view,byte_full_funnel_sale,直播组合包,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00056,byte_full_funnel_sale_u_0019,2026-06-17T17:21:00,offer_claim,byte_full_funnel_sale,直播组合包,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00057,byte_full_funnel_sale_u_0019,2026-06-17T17:22:00,activation,byte_full_funnel_sale,直播组合包,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00058,byte_full_funnel_sale_u_0020,2026-06-18T18:20:00,exposure,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer
byte_full_funnel_sale_e_00059,byte_full_funnel_sale_u_0020,2026-06-18T18:21:00,landing_view,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer
byte_full_funnel_sale_e_00060,byte_full_funnel_sale_u_0020,2026-06-18T18:22:00,offer_claim,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer
byte_full_funnel_sale_e_00061,byte_full_funnel_sale_u_0020,2026-06-18T18:23:00,activation,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer
byte_full_funnel_sale_e_00062,byte_full_funnel_sale_u_0021,2026-06-12T19:21:00,exposure,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer
byte_full_funnel_sale_e_00063,byte_full_funnel_sale_u_0021,2026-06-12T19:22:00,landing_view,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer
byte_full_funnel_sale_e_00064,byte_full_funnel_sale_u_0022,2026-06-13T09:22:00,exposure,byte_full_funnel_sale,单件直降,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00065,byte_full_funnel_sale_u_0022,2026-06-13T09:23:00,landing_view,byte_full_funnel_sale,单件直降,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00066,byte_full_funnel_sale_u_0022,2026-06-13T09:24:00,offer_claim,byte_full_funnel_sale,单件直降,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00067,byte_full_funnel_sale_u_0023,2026-06-14T10:23:00,exposure,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00068,byte_full_funnel_sale_u_0023,2026-06-14T10:24:00,landing_view,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00069,byte_full_funnel_sale_u_0023,2026-06-14T10:25:00,offer_claim,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00070,byte_full_funnel_sale_u_0023,2026-06-14T10:26:00,activation,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00071,byte_full_funnel_sale_u_0024,2026-06-15T11:24:00,exposure,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00072,byte_full_funnel_sale_u_0025,2026-06-16T12:25:00,exposure,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00073,byte_full_funnel_sale_u_0025,2026-06-16T12:26:00,landing_view,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00074,byte_full_funnel_sale_u_0025,2026-06-16T12:27:00,offer_claim,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00075,byte_full_funnel_sale_u_0026,2026-06-17T13:26:00,exposure,byte_full_funnel_sale,单件直降,live_room,online_flagship,new_customer
byte_full_funnel_sale_e_00076,byte_full_funnel_sale_u_0026,2026-06-17T13:27:00,landing_view,byte_full_funnel_sale,单件直降,live_room,online_flagship,new_customer
byte_full_funnel_sale_e_00077,byte_full_funnel_sale_u_0026,2026-06-17T13:28:00,offer_claim,byte_full_funnel_sale,单件直降,live_room,online_flagship,new_customer
byte_full_funnel_sale_e_00078,byte_full_funnel_sale_u_0026,2026-06-17T13:29:00,activation,byte_full_funnel_sale,单件直降,live_room,online_flagship,new_customer
byte_full_funnel_sale_e_00079,byte_full_funnel_sale_u_0027,2026-06-18T14:27:00,exposure,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer
byte_full_funnel_sale_e_00080,byte_full_funnel_sale_u_0027,2026-06-18T14:28:00,landing_view,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer
byte_full_funnel_sale_e_00081,byte_full_funnel_sale_u_0027,2026-06-18T14:29:00,offer_claim,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer
byte_full_funnel_sale_e_00082,byte_full_funnel_sale_u_0027,2026-06-18T14:30:00,activation,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer
byte_full_funnel_sale_e_00083,byte_full_funnel_sale_u_0028,2026-06-12T15:28:00,exposure,byte_full_funnel_sale,单件直降,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00084,byte_full_funnel_sale_u_0028,2026-06-12T15:29:00,landing_view,byte_full_funnel_sale,单件直降,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00085,byte_full_funnel_sale_u_0029,2026-06-13T16:29:00,exposure,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00086,byte_full_funnel_sale_u_0029,2026-06-13T16:30:00,landing_view,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00087,byte_full_funnel_sale_u_0030,2026-06-14T17:30:00,exposure,byte_full_funnel_sale,单件直降,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00088,byte_full_funnel_sale_u_0030,2026-06-14T17:31:00,landing_view,byte_full_funnel_sale,单件直降,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00089,byte_full_funnel_sale_u_0031,2026-06-15T18:31:00,exposure,byte_full_funnel_sale,直播组合包,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00090,byte_full_funnel_sale_u_0031,2026-06-15T18:32:00,landing_view,byte_full_funnel_sale,直播组合包,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00091,byte_full_funnel_sale_u_0032,2026-06-16T19:32:00,exposure,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer
byte_full_funnel_sale_e_00092,byte_full_funnel_sale_u_0033,2026-06-17T09:33:00,exposure,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer
byte_full_funnel_sale_e_00093,byte_full_funnel_sale_u_0033,2026-06-17T09:34:00,landing_view,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer
byte_full_funnel_sale_e_00094,byte_full_funnel_sale_u_0033,2026-06-17T09:35:00,offer_claim,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer
byte_full_funnel_sale_e_00095,byte_full_funnel_sale_u_0034,2026-06-18T10:34:00,exposure,byte_full_funnel_sale,单件直降,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00096,byte_full_funnel_sale_u_0034,2026-06-18T10:35:00,landing_view,byte_full_funnel_sale,单件直降,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00097,byte_full_funnel_sale_u_0035,2026-06-12T11:35:00,exposure,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00098,byte_full_funnel_sale_u_0035,2026-06-12T11:36:00,landing_view,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00099,byte_full_funnel_sale_u_0035,2026-06-12T11:37:00,offer_claim,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00100,byte_full_funnel_sale_u_0035,2026-06-12T11:38:00,activation,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00101,byte_full_funnel_sale_u_0036,2026-06-13T12:36:00,exposure,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00102,byte_full_funnel_sale_u_0036,2026-06-13T12:37:00,landing_view,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00103,byte_full_funnel_sale_u_0036,2026-06-13T12:38:00,offer_claim,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00104,byte_full_funnel_sale_u_0036,2026-06-13T12:39:00,activation,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00105,byte_full_funnel_sale_u_0037,2026-06-14T13:37:00,exposure,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00106,byte_full_funnel_sale_u_0037,2026-06-14T13:38:00,landing_view,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00107,byte_full_funnel_sale_u_0037,2026-06-14T13:39:00,offer_claim,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00108,byte_full_funnel_sale_u_0037,2026-06-14T13:40:00,activation,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00109,byte_full_funnel_sale_u_0038,2026-06-15T14:38:00,exposure,byte_full_funnel_sale,单件直降,live_room,online_flagship,new_customer
byte_full_funnel_sale_e_00110,byte_full_funnel_sale_u_0038,2026-06-15T14:39:00,landing_view,byte_full_funnel_sale,单件直降,live_room,online_flagship,new_customer
byte_full_funnel_sale_e_00111,byte_full_funnel_sale_u_0039,2026-06-16T15:39:00,exposure,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer
byte_full_funnel_sale_e_00112,byte_full_funnel_sale_u_0039,2026-06-16T15:40:00,landing_view,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer
byte_full_funnel_sale_e_00113,byte_full_funnel_sale_u_0039,2026-06-16T15:41:00,offer_claim,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer
byte_full_funnel_sale_e_00114,byte_full_funnel_sale_u_0039,2026-06-16T15:42:00,activation,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer
byte_full_funnel_sale_e_00115,byte_full_funnel_sale_u_0040,2026-06-17T16:40:00,exposure,byte_full_funnel_sale,单件直降,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00116,byte_full_funnel_sale_u_0040,2026-06-17T16:41:00,landing_view,byte_full_funnel_sale,单件直降,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00117,byte_full_funnel_sale_u_0041,2026-06-18T17:41:00,exposure,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00118,byte_full_funnel_sale_u_0042,2026-06-12T18:42:00,exposure,byte_full_funnel_sale,单件直降,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00119,byte_full_funnel_sale_u_0043,2026-06-13T19:43:00,exposure,byte_full_funnel_sale,直播组合包,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00120,byte_full_funnel_sale_u_0044,2026-06-14T09:44:00,exposure,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer
byte_full_funnel_sale_e_00121,byte_full_funnel_sale_u_0045,2026-06-15T10:45:00,exposure,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer
byte_full_funnel_sale_e_00122,byte_full_funnel_sale_u_0045,2026-06-15T10:46:00,landing_view,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer
byte_full_funnel_sale_e_00123,byte_full_funnel_sale_u_0045,2026-06-15T10:47:00,offer_claim,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer
byte_full_funnel_sale_e_00124,byte_full_funnel_sale_u_0046,2026-06-16T11:46:00,exposure,byte_full_funnel_sale,单件直降,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00125,byte_full_funnel_sale_u_0047,2026-06-17T12:47:00,exposure,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00126,byte_full_funnel_sale_u_0047,2026-06-17T12:48:00,landing_view,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00127,byte_full_funnel_sale_u_0047,2026-06-17T12:49:00,offer_claim,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00128,byte_full_funnel_sale_u_0048,2026-06-18T13:48:00,exposure,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00129,byte_full_funnel_sale_u_0048,2026-06-18T13:49:00,landing_view,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00130,byte_full_funnel_sale_u_0048,2026-06-18T13:50:00,offer_claim,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00131,byte_full_funnel_sale_u_0048,2026-06-18T13:51:00,activation,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00132,byte_full_funnel_sale_u_0049,2026-06-12T14:49:00,exposure,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00133,byte_full_funnel_sale_u_0050,2026-06-13T15:50:00,exposure,byte_full_funnel_sale,单件直降,live_room,online_flagship,new_customer
byte_full_funnel_sale_e_00134,byte_full_funnel_sale_u_0051,2026-06-14T16:51:00,exposure,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer
byte_full_funnel_sale_e_00135,byte_full_funnel_sale_u_0051,2026-06-14T16:52:00,landing_view,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer
byte_full_funnel_sale_e_00136,byte_full_funnel_sale_u_0052,2026-06-15T17:52:00,exposure,byte_full_funnel_sale,单件直降,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00137,byte_full_funnel_sale_u_0052,2026-06-15T17:53:00,landing_view,byte_full_funnel_sale,单件直降,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00138,byte_full_funnel_sale_u_0052,2026-06-15T17:54:00,offer_claim,byte_full_funnel_sale,单件直降,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00139,byte_full_funnel_sale_u_0052,2026-06-15T17:55:00,activation,byte_full_funnel_sale,单件直降,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00140,byte_full_funnel_sale_u_0053,2026-06-16T18:53:00,exposure,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00141,byte_full_funnel_sale_u_0053,2026-06-16T18:54:00,landing_view,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00142,byte_full_funnel_sale_u_0053,2026-06-16T18:55:00,offer_claim,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00143,byte_full_funnel_sale_u_0053,2026-06-16T18:56:00,activation,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer
byte_full_funnel_sale_e_00144,byte_full_funnel_sale_u_0054,2026-06-17T19:54:00,exposure,byte_full_funnel_sale,单件直降,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00145,byte_full_funnel_sale_u_0054,2026-06-17T19:55:00,landing_view,byte_full_funnel_sale,单件直降,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00146,byte_full_funnel_sale_u_0055,2026-06-18T09:55:00,exposure,byte_full_funnel_sale,直播组合包,short_video,regional_store,new_customer
byte_full_funnel_sale_e_00147,byte_full_funnel_sale_u_0056,2026-06-12T10:56:00,exposure,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer
byte_full_funnel_sale_e_00148,byte_full_funnel_sale_u_0056,2026-06-12T10:57:00,landing_view,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer
byte_full_funnel_sale_e_00149,byte_full_funnel_sale_u_0056,2026-06-12T10:58:00,offer_claim,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer
byte_full_funnel_sale_e_00150,byte_full_funnel_sale_u_0056,2026-06-12T10:59:00,activation,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer
byte_full_funnel_sale_e_00151,byte_full_funnel_sale_u_0057,2026-06-13T11:57:00,exposure,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer
byte_full_funnel_sale_e_00152,byte_full_funnel_sale_u_0057,2026-06-13T11:58:00,landing_view,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer
byte_full_funnel_sale_e_00153,byte_full_funnel_sale_u_0057,2026-06-13T11:59:00,offer_claim,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer
byte_full_funnel_sale_e_00154,byte_full_funnel_sale_u_0057,2026-06-13T12:00:00,activation,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer
byte_full_funnel_sale_e_00155,byte_full_funnel_sale_u_0058,2026-06-14T12:58:00,exposure,byte_full_funnel_sale,单件直降,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00156,byte_full_funnel_sale_u_0058,2026-06-14T12:59:00,landing_view,byte_full_funnel_sale,单件直降,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00157,byte_full_funnel_sale_u_0058,2026-06-14T13:00:00,offer_claim,byte_full_funnel_sale,单件直降,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00158,byte_full_funnel_sale_u_0058,2026-06-14T13:01:00,activation,byte_full_funnel_sale,单件直降,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00159,byte_full_funnel_sale_u_0059,2026-06-15T13:59:00,exposure,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00160,byte_full_funnel_sale_u_0059,2026-06-15T14:00:00,landing_view,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00161,byte_full_funnel_sale_u_0059,2026-06-15T14:01:00,offer_claim,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00162,byte_full_funnel_sale_u_0059,2026-06-15T14:02:00,activation,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer
byte_full_funnel_sale_e_00163,byte_full_funnel_sale_u_0060,2026-06-16T14:00:00,exposure,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00164,byte_full_funnel_sale_u_0060,2026-06-16T14:01:00,landing_view,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer
byte_full_funnel_sale_e_00165,byte_full_funnel_sale_u_0060,2026-06-16T14:02:00,offer_claim,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer
